,brewery_name,state,state_breweries
2033,Hill Country Brewing & Bottling Company,TEXAS,90
2034,Hermans Hofbrau,TEXAS,90
2035,Healthy Brew,TEXAS,90
2036,Harp & Star Brewing Co.,TEXAS,90
2037,Golden Grail Meadery,TEXAS,90
2038,Galveston Brewery,TEXAS,90
2039,Frio Brewing Company,TEXAS,90
2040,Freetail Brewing Co.,TEXAS,90
2041,Fredericksburg Brewing Co.,TEXAS,90
2042,Faust Hotel Restaurant & Brew Pub,TEXAS,90
2043,"Eola School Restaurant, Brewery & Lodge",TEXAS,90
2044,Edelweiss Brewery & Restaurant in Holland Hote,TEXAS,90
2045,Draught House Pub & Brewery,TEXAS,90
2046,Dodging Duck Brewhaus,TEXAS,90
2047,Dallas County Brewing,TEXAS,90
2048,"Covey Restaurant & Brewery, The",TEXAS,90
2049,Corpus Christi Grille & Brewery,TEXAS,90
2050,CopperTank Brewing Co.,TEXAS,90
2051,Copper Tank Brewing Co.,TEXAS,90
2052,Cerveza Cosaco,TEXAS,90
2053,Celis Brewery,TEXAS,90
2054,Cafe & Brewpub on the Square,TEXAS,90
2055,Burton Creek Pub & Brewery,TEXAS,90
2056,Breckenridge Brewery (Dallas),TEXAS,90
2057,Brazos Brewing Company,TEXAS,90
2058,Bradley's Restaurant & Brewery,TEXAS,90
2059,Bosque Brewing Company,TEXAS,90
2060,Boardwalk Bistro,TEXAS,90
2061,Blue Star Brewing Co.,TEXAS,90
2062,Black Star Co-op,TEXAS,90
2063,Bitter End Bistro & Brewery,TEXAS,90
2064,Big Horn Brewing Co. of Texas,TEXAS,90
2065,Big Buck Brewery & Steakhouse - Texas,TEXAS,90
2066,Bay Brewery,TEXAS,90
2067,Bank Draft Brewing Co.,TEXAS,90
2068,Armadillo Brewing Company,TEXAS,90
2069,Anheuser-Busch Inc. - Houston,TEXAS,90
2070,Wasatch Brewpub,UTAH,21
2071,Wasatch Brewing Company #3,UTAH,21
2072,Utah Brewers Cooperative/Wasatch Brewpub,UTAH,21
2073,Utah Brewers Cooperative/Wasatch Brewpub,UTAH,21
2074,Uinta Brewing Company,UTAH,21
2075,Tracks Brewing Co.,UTAH,21
2076,Squatters Airport Pub/Salt Lake Brewing Co.,UTAH,21
2077,Schirf Brewing Company,UTAH,21
2078,Salt Lake Brewing Company,UTAH,21
2079,Ruby River Steak House & Brewery,UTAH,21
2080,Roosters Brewing Co (#2),UTAH,21
2081,Roosters 25th St. Brewing Co.,UTAH,21
2082,Red Rock Brewing Co.,UTAH,21
2083,Pinnacle Brewing Co.,UTAH,21
2084,Naisbitt's Restaurant & Brewery,UTAH,21
2085,Moab Brewing Co.,UTAH,21
2086,Hopper's Grill & Brewing Co.,UTAH,21
2087,Eddie McStiff's Brewpub,UTAH,21
2088,Ebenezer's Restaurant & Brewery,UTAH,21
2089,Desert Edge Brewery at the Pub,UTAH,21
2090,Bohemian Brewery & Grill,UTAH,21
2091,Vermont Pub & Brewery,VERMONT,28
2092,Tunbridge Quality Ales/Jigger Hill Brewing,VERMONT,28
2093,Trout River Brewing Co.,VERMONT,28
2094,Three Needs Brewery & Taproom,VERMONT,28
2095,Switchback Brewing Co.,VERMONT,28
2096,Shed Restaurant & Brewery,VERMONT,28
2097,Rock Art Brewery,VERMONT,28
2098,Rail City Brewery,VERMONT,28
2099,Otter Creek Brewing Company,VERMONT,28
2100,Norwich Inn,VERMONT,28
2101,"Mountain Brewers, Inc.",VERMONT,28
2102,McNeill's Brewery,VERMONT,28
2103,Maple Leaf Malt & Brewing Co.,VERMONT,28
2104,Magic Hat Brewing Company,VERMONT,28
2105,"Madison Brewing Co, Pub & Restaurant",VERMONT,28
2106,Long Trail Brewing Co.,VERMONT,28
2107,Lawson's Finest Liquids,VERMONT,28
2108,Latchis Grille & Windham Brewery,VERMONT,28
2109,Hornpout Brewing Co.,VERMONT,28
2110,Harpoon Brewery - Vermont,VERMONT,28
2111,Golden Dome Brewing Co.,VERMONT,28
2112,Catamount Brewing Co.,VERMONT,28
2113,Brew House,VERMONT,28
2114,Bobcat Brewery & Caf\E9,VERMONT,28
2115,Black River Brewing Co.,VERMONT,28
2116,"Bennington Brewers, Ltd.",VERMONT,28
2117,American Flatbread/Zero Gravity Brewing,VERMONT,28
2118,"Alchemist Pub & Brewery, The",VERMONT,28
2119,Virginia Beverage Co.,VIRGINIA,43
2120,Vintage 50 Restaurant & Brew Lounge,VIRGINIA,43
2121,Sweetwater Tavern & Brewery - Merrifield,VIRGINIA,43
2122,Sweetwater Tavern & Brewery,VIRGINIA,43
2123,Sweetwater Tavern,VIRGINIA,43
2124,Steamship Brewing Co.,VIRGINIA,43
2125,Starr Hill Brewing Co.,VIRGINIA,43
2126,South Street Brewery,VIRGINIA,43
2127,Shooting Creek Farm Brewery,VIRGINIA,43
2128,Shenandoah Brewing Co.,VIRGINIA,43
2129,Saint George Brewing Co.,VIRGINIA,43
2130,Rock Creek Brewing Company,VIRGINIA,43
2131,Rock Bottom Brewery - Arlington,VIRGINIA,43
2132,Roanoke Railhouse Brewery,VIRGINIA,43
2133,Richbrau Brewery,VIRGINIA,43
2134,Queen's Arms Pub,VIRGINIA,43
2135,Queen City Brewing Ltd.,VIRGINIA,43
2136,Potomac River Brewing Company,VIRGINIA,43
2137,Piccadilly Brewpub & Restaurant,VIRGINIA,43
2138,Old Virginia Brewery & Smokehouse,VIRGINIA,43
2139,Northern Neck Brewing Co.,VIRGINIA,43
2140,Monticello Brewing Co.,VIRGINIA,43
2141,Legend Brewing Co.,VIRGINIA,43
2142,James River Brewing Co.,VIRGINIA,43
2143,Hops Grillhouse & Brewery - Chesterfield,VIRGINIA,43
2144,Hops Grillhouse & Brewery - Alexandria,VIRGINIA,43
2145,Griffin Tavern,VIRGINIA,43
2146,Gordon Biersch Brewery Restaurant - Virginia Beach,VIRGINIA,43
2147,Gordon Biersch Brewery Restaurant - McLean,VIRGINIA,43
2148,Extra Billys Steak & BBQ,VIRGINIA,43
2149,Coors Brewing Co - Shenandoah Facility,VIRGINIA,43
2150,Cobblestone Brewery & Pub,VIRGINIA,43
2151,Capitol City Brewing Company (VA),VIRGINIA,43
2152,Calhouns Restaurant & Brewing Co.,VIRGINIA,43
2153,Blue-N-Gold Brewing Co.,VIRGINIA,43
2154,Blue Ridge Brewing Company,VIRGINIA,43
2155,Blue & Gray Brewing Company,VIRGINIA,43
2156,Blacksburg Brewery & Chophouse,VIRGINIA,43
2157,BBQ Iguana,VIRGINIA,43
2158,Bardo Rodeo,VIRGINIA,43
2159,Anheuser-Busch Inc. - Williamsburg,VIRGINIA,43
2160,AMF Keglers Lanes & Brewery,VIRGINIA,43
2161,Alt Platz Brewing Co,VIRGINIA,43
2162,Walking Man Brewing Co,WASHINGTON,151
2163,Vintage Bistro,WASHINGTON,151
2164,Twin Rivers Brewing Co,WASHINGTON,151
2165,Twin Ivers B.C./Sailfish Bar & Grill,WASHINGTON,151
2166,Thomas Kemper Brewing Company,WASHINGTON,151
2167,Thomas Kemper Brewing (Poulsbo),WASHINGTON,151
2168,The Harmon Pub & Brewery,WASHINGTON,151
2169,The Ellensburg Brewing Company,WASHINGTON,151
2170,Tapps Brewing Co.,WASHINGTON,151
2171,Sweetwater Brewing Co.,WASHINGTON,151
2172,Stix Pizza and Brewing Co.,WASHINGTON,151
2173,Steam Plant Grill,WASHINGTON,151
2174,Snoqualmie Falls Brewing Company,WASHINGTON,151
2175,Snipes Mountain,WASHINGTON,151
2176,Skookum Brewery,WASHINGTON,151
2177,Skagit River Brewing Co.,WASHINGTON,151
2178,Six Arms,WASHINGTON,151
2179,Silver City Restaurant & Brewery,WASHINGTON,151
2180,Seattle Brewers,WASHINGTON,151
2181,Scuttlebutt Brewing Co.,WASHINGTON,151
2182,Schooner Exact Brewing Co.,WASHINGTON,151
2183,San Juan Brewing Co. (Washington),WASHINGTON,151
2184,Roslyn Brewing Co.,WASHINGTON,151
2185,Rogue Ales Issaquah Brewhouse,WASHINGTON,151
2186,Rocky Coulee Brewing,WASHINGTON,151
2187,Rock Wood Fired Pizza/The Wedge Corp.,WASHINGTON,151
2188,Rock Wood Fired Pizza and Brewery - Lynwood,WASHINGTON,151
2189,Rock Pasta Pizza and Brewpub,WASHINGTON,151
2190,Rock Bottom Brewery - Bellevue,WASHINGTON,151
2191,Rock Bottom Brewery,WASHINGTON,151
2192,Redhook Ale Brewery Inc.,WASHINGTON,151
2193,Redhook Ale Brewery (Taproom),WASHINGTON,151
2194,Red Dawg Brewpub,WASHINGTON,151
2195,Rattlesnake Mountain Brewing Co.,WASHINGTON,151
2196,RAM/Big Horn Brewing (Corp),WASHINGTON,151
2197,RAM/Big Horn Brewery - Tacoma,WASHINGTON,151
2198,RAM/Big Horn Brewery - Spokane,WASHINGTON,151
2199,RAM/Big Horn Brewery - Seattle,WASHINGTON,151
2200,RAM/Big Horn Brewery - Puyallup,WASHINGTON,151
2201,RAM/Big Horn Brewery - Production,WASHINGTON,151
2202,RAM/Big Horn Brewery - Lakewood,WASHINGTON,151
2203,RAM/Big Horn Brewery - Lacey,WASHINGTON,151
2204,RAM/Big Horn Brewery - Kent,WASHINGTON,151
2205,RAM/Big Horn Brewery,WASHINGTON,151
2206,Rainier Brewing Co.,WASHINGTON,151
2207,"Pyramid Breweries, Inc.",WASHINGTON,151
2208,Pyramid Ales/Hart Brewing,WASHINGTON,151
2209,Pyramid Alehouse,WASHINGTON,151
2210,Powerhouse Restaurant and Brewery,WASHINGTON,151
2211,Port Townsend Brewing,WASHINGTON,151
2212,Port Angeles Brewing Co.,WASHINGTON,151
2213,Pike Place Brewery #2,WASHINGTON,151
2214,Pike Place Brewery #1,WASHINGTON,151
2215,Pike Brewery & Pub,WASHINGTON,151
2216,Peak's Brewpub,WASHINGTON,151
2217,Pacific Crest Brewing Co.,WASHINGTON,151
2218,Orchard Street Brewery,WASHINGTON,151
2219,Onalaska Brewing Company,WASHINGTON,151
2220,Olympic Club,WASHINGTON,151
2221,Olympia Brewing,WASHINGTON,151
2222,Northern Lights Brewing Co. (Washington),WASHINGTON,151
2223,Northern Ales,WASHINGTON,151
2224,North Fork Brewing Co,WASHINGTON,151
2225,MT Head Brewing Co.,WASHINGTON,151
2226,Moon Ales,WASHINGTON,151
2227,Mill Creek Brewpub/Big House Brewing Co.,WASHINGTON,151
2228,Methow Valley Brewing Company,WASHINGTON,151
2229,McMenamis Dad Watsons Brewery,WASHINGTON,151
2230,McMenamins Spar Cafe and Bar,WASHINGTON,151
2231,McMenamins Six Arms Brewery,WASHINGTON,151
2232,McMenamins Queen Anne Hill,WASHINGTON,151
2233,McMenamins on the Columbia,WASHINGTON,151
2234,McMenamins Olympic Club Brewery,WASHINGTON,151
2235,McMenamins Mill Creek Brewery,WASHINGTON,151
2236,McMenamins Mill Creek,WASHINGTON,151
2237,McMenamins East Vancouver,WASHINGTON,151
2238,Maxwell's Brewery & Pub,WASHINGTON,151
2239,Maritime Pacific Brewing Company,WASHINGTON,151
2240,Mac & Jack's Brewery Inc,WASHINGTON,151
2241,Leavenworth Brewery,WASHINGTON,151
2242,Lazy Boy Brewing,WASHINGTON,151
2243,La Conner Brewing Co.,WASHINGTON,151
2244,Kelley Creek Brewing Co.,WASHINGTON,151
2245,Jet City Brewing Co.,WASHINGTON,151
2246,Issaquah Brewhouse,WASHINGTON,151
2247,Iron Horse Brewery,WASHINGTON,151
2248,Ice Harbor Brewing Co.,WASHINGTON,151
2249,Ice Harbor Brewing Co.,WASHINGTON,151
2250,Hood Canal Brewery,WASHINGTON,151
2251,Historic Liberty Saloon,WASHINGTON,151
2252,Heads Up Brewing Co,WASHINGTON,151
2253,Hazel Dell Brewpub,WASHINGTON,151
2254,"Hart Brewing, Inc.",WASHINGTON,151
2255,Hart Brewery & Pub,WASHINGTON,151
2256,Harmon Brewery and Restaurant,WASHINGTON,151
2257,Hale's Ales (Spokane),WASHINGTON,151
2258,Hale's Ales (Seattle),WASHINGTON,151
2259,Hale's Ales (Kirkland),WASHINGTON,151
2260,Gustav's,WASHINGTON,151
2261,Grey Parrot Brewing Co,WASHINGTON,151
2262,Gordon Biersch,WASHINGTON,151
2263,Golden Hills Brewery,WASHINGTON,151
2264,Gilligan's Brewing Co,WASHINGTON,151
2265,Georgetown Brewing Co.,WASHINGTON,151
2266,Front Street Ale House,WASHINGTON,151
2267,Fridays Brewing Co.,WASHINGTON,151
2268,Fremont Brewing Co,WASHINGTON,151
2269,Frank N Stein,WASHINGTON,151
2270,Fort Spokane Brewery,WASHINGTON,151
2271,Forecasters Public House & Taproom,WASHINGTON,151
2272,Foothills Brewing & Beverage Co.,WASHINGTON,151
2273,Flying Pig Brewing Co.,WASHINGTON,151
2274,Flyers Restaurant and Brewery,WASHINGTON,151
2275,Fish Brewing Company,WASHINGTON,151
2276,Everybody's Brewing,WASHINGTON,151
2277,Epic Ales,WASHINGTON,151
2278,Engine House Restaurant and Brewery,WASHINGTON,151
2279,Elysian Brewing Co-Elysian Fields,WASHINGTON,151
2280,Elysian Brewing Co.,WASHINGTON,151
2281,Elysian Brewing Co- Tangletown,WASHINGTON,151
2282,Elliott Bay Brewing Co.,WASHINGTON,151
2283,Elliott Bay Brewhouse & Pub (#2),WASHINGTON,151
2284,Ellersick Brewing Co,WASHINGTON,151
2285,Elk Head Brewing Co.,WASHINGTON,151
2286,Dicks Brewing Co,WASHINGTON,151
2287,Diamond Knot Brewery - Production Facility,WASHINGTON,151
2288,Diamond Knot Brewery,WASHINGTON,151
2289,Dad Watson's,WASHINGTON,151
2290,CJ's Brewpub,WASHINGTON,151
2291,Cirque Brewery,WASHINGTON,151
2292,Cedar River Brewing Company,WASHINGTON,151
2293,Cashmere Brewing Co.,WASHINGTON,151
2294,"Captains City Brewing, Inc.",WASHINGTON,151
2295,Buchanan Brewing Co.,WASHINGTON,151
2296,Boundary Bay Brewery & Bistro,WASHINGTON,151
2297,Black Raven Brewing Co,WASHINGTON,151
2298,Black Raven Brewing Co,WASHINGTON,151
2299,BJ's Restaurant & Brewery Southcenter,WASHINGTON,151
2300,Birkebeiner Brewing Company,WASHINGTON,151
2301,BirdsView Brewing Co.,WASHINGTON,151
2302,Big Time Brewery & Alehouse,WASHINGTON,151
2303,Big House Brewing Co. / Mill Creek Brew Pub,WASHINGTON,151
2304,Belltower Brewhouse,WASHINGTON,151
2305,Bellevue Brewing Co,WASHINGTON,151
2306,Bear Republic Brewing Co - Production Facility,WASHINGTON,151
2307,Baron Brewing Co,WASHINGTON,151
2308,Aviator Ales Brewery,WASHINGTON,151
2309,Atomic Ale Brewpub and Eatery,WASHINGTON,151
2310,Anacortes Brewhouse/Rockfish Grill,WASHINGTON,151
2311,Alpine Brewing Co,WASHINGTON,151
2312,7 Seas Brewing Co.,WASHINGTON,151
2313,Rock Wood Fired Pizza & Brewery - Auburn,WEST-VIRGINIA,5
2314,North End Tavern & Brewery,WEST-VIRGINIA,5
2315,Mountain State Brewing Co.,WEST-VIRGINIA,5
2316,Blackwater Brewing Company,WEST-VIRGINIA,5
2317,Bent Willy's Brewing,WEST-VIRGINIA,5
2318,Water Street Brewery Lake County,WISCONSIN,77
2319,Water Street Brewery,WISCONSIN,77
2320,Viking Brewing Co,WISCONSIN,77
2321,Tyranena Brewing Co,WISCONSIN,77
2322,Titletown Brewing Co.,WISCONSIN,77
2323,Thirsty Pagan Brewing Co,WISCONSIN,77
2324,Stonefly Brewing Co,WISCONSIN,77
2325,"Stone Cellar Brewpub, Inc",WISCONSIN,77
2326,Stevens Point Brewery,WISCONSIN,77
2327,St Francis Brewery & Restaurant,WISCONSIN,77
2328,Sprecher Brewing Co.,WISCONSIN,77
2329,Specialty Brewing Company,WISCONSIN,77
2330,South Shore Brewery,WISCONSIN,77
2331,Silver Creek Brewing Co.,WISCONSIN,77
2332,Shipwrecked Restaurant and Brewery,WISCONSIN,77
2333,Sand Creek Brewing Co.,WISCONSIN,77
2334,Rustic Rail Grill & Brewery,WISCONSIN,77
2335,Rush River Brewing Co,WISCONSIN,77
2336,Rowland's Calumet Brewing,WISCONSIN,77
2337,Rock Bottom Brewery - Milwaukee,WISCONSIN,77
2338,Red Eye Brewing Co,WISCONSIN,77
2339,Randy's Fun Hunter Brewery,WISCONSIN,77
2340,Railhouse Restaurant and Brewery,WISCONSIN,77
2341,Pearl Street Brewery,WISCONSIN,77
2342,Pat's Tap,WISCONSIN,77
2343,Pat & Mike's Bar & Grill,WISCONSIN,77
2344,Northwoods Brewpub and Grill,WISCONSIN,77
2345,New Glarus Brewing Co.,WISCONSIN,77
2346,Musky Capital Brewery / Old Hayward Eatery,WISCONSIN,77
2347,Moosejaw Pizza & Dell's Brewing Co,WISCONSIN,77
2348,Minocqua Brewing Co.,WISCONSIN,77
2349,Minhas Craft Brewery,WISCONSIN,77
2350,Milwaukee Premium Brewing Co,WISCONSIN,77
2351,Milwaukee Ale House,WISCONSIN,77
2352,Miller Brewing Co - Milwaukee,WISCONSIN,77
2353,Mid-Coast Brewing,WISCONSIN,77
2354,Leinenkugels 10th Street Brewery,WISCONSIN,77
2355,Legends Brewhouse and Eatery #2,WISCONSIN,77
2356,Legends Brewhouse and Eatery #1,WISCONSIN,77
2357,Legends Brewhouse and Eatery,WISCONSIN,77
2358,"Lakefront Brewery, Inc.",WISCONSIN,77
2359,Lake Louie Brewing Co.,WISCONSIN,77
2360,Jacob Leinenkugel Brewing Co.,WISCONSIN,77
2361,J.T Whitneys Pub and Brewery,WISCONSIN,77
2362,Hopps Haven Brew Haus,WISCONSIN,77
2363,Hereford and Hops Steakhouse and Brewpub,WISCONSIN,77
2364,Harbor City Brewing ,WISCONSIN,77
2365,"Grumpy Troll, The",WISCONSIN,77
2366,Green Bay Brewing Co,WISCONSIN,77
2367,Great Dane Pub and Brewing Co. #3,WISCONSIN,77
2368,Great Dane Pub and Brewing Co.,WISCONSIN,77
2369,Great Dane Pub and Brewing Co,WISCONSIN,77
2370,Gray Brewing Co.,WISCONSIN,77
2371,Granite City Food & Brewery (#18),WISCONSIN,77
2372,Furthermore Beer,WISCONSIN,77
2373,Fox River Brewing Co. (Oshkosh),WISCONSIN,77
2374,Fox River Brewing Co. (Appleton),WISCONSIN,77
2375,Falls Brewing Co.,WISCONSIN,77
2376,Dos Banditos Restaurant,WISCONSIN,77
2377,Delafield Brewhaus,WISCONSIN,77
2378,Cross Plains Brewery Inc.,WISCONSIN,77
2379,Courthouse Pub,WISCONSIN,77
2380,Corner Pub,WISCONSIN,77
2381,City Brewing Co.,WISCONSIN,77
2382,Cherryland Brewing,WISCONSIN,77
2383,Capital Brewery Company,WISCONSIN,77
2384,Bull Falls Brewery LLC,WISCONSIN,77
2385,Brown Street Brewery / Bugsys,WISCONSIN,77
2386,"Brewmasters Pub, Restaurant & Brewery",WISCONSIN,77
2387,"Brewmaster's Pub, Ltd.",WISCONSIN,77
2388,"Brewery Creek Inn, Restaurant and Brewery",WISCONSIN,77
2389,Blue Heron Brew Pub,WISCONSIN,77
2390,Bellows Brew Crew,WISCONSIN,77
2391,Appleton Brewing Company,WISCONSIN,77
2392,"Angry Minnow, The",WISCONSIN,77
2393,Ale Asylum,WISCONSIN,77
2394,Adler Brau,WISCONSIN,77
2395,Olde Heurich Brewing Co.,WASHINGTON-DC,9
2396,John Harvards Brewhouse,WASHINGTON-DC,9
2397,"Gordon Biersch Brewery Restaurant - Washington 
",WASHINGTON-DC,9
2398,Fischer Brewing Co. Inc.,WASHINGTON-DC,9
2399,Dumbarton Bridge Brewing Co LLC,WASHINGTON-DC,9
2400,District Chophouse & Brewery,WASHINGTON-DC,9
2401,Chophouse & Brewery,WASHINGTON-DC,9
2402,Capitol City Brewing Company (Capitol Hill),WASHINGTON-DC,9
2403,Capitol City Brewing Company,WASHINGTON-DC,9
2404,Old Harbor Brewery,PUERTO-RICO,3
2405,Isla Verde Brewing Co.,PUERTO-RICO,3
2406,Cerveceria India Inc,PUERTO-RICO,3
